session_id,brain_structure x,brain_structure y,y_feature,r_squ,pseudo_session,loo_trial_idx
766640955,LGd,VISp,periodic_pow,-0.06122844392941129,,
766640955,LGd,VISp,periodic_pow,-0.07551087411549595,,
766640955,LGd,VISp,periodic_pow,-0.07164353528079492,,
766640955,LGd,VISp,periodic_pow,-0.07272564458305109,,
766640955,LGd,VISp,periodic_pow,-0.06658365341909667,,
766640955,LGd,VISp,periodic_pow,-0.07216617250507196,,
766640955,LGd,VISp,periodic_pow,-0.06302922523587373,,
766640955,LGd,VISp,periodic_pow,-0.05020185797075616,,
766640955,LGd,VISp,periodic_pow,-0.057145395435642454,,
766640955,LGd,VISp,periodic_pow,-0.05477484554827816,,
766640955,LGd,VISp,periodic_pow,-0.06716085807898287,,
766640955,LGd,VISp,periodic_pow,-0.06634007613241488,,
766640955,LGd,VISp,periodic_pow,-0.06767559902029263,,
766640955,LGd,VISp,periodic_pow,-0.06404611194946663,,
766640955,LGd,VISp,periodic_pow,-0.07204131462731467,,
766640955,LGd,VISp,periodic_pow,-0.06646601312659839,,
766640955,LGd,VISp,periodic_pow,-0.0757319373332832,,
766640955,LGd,VISp,periodic_pow,-0.06434614377204761,,
766640955,LGd,VISp,periodic_pow,-0.06545136560161291,,
766640955,LGd,VISp,periodic_pow,-0.0688618167318038,,
766640955,LGd,VISp,periodic_pow,-0.06774125434219092,,
766640955,LGd,VISp,periodic_pow,-0.06400034360611984,,
766640955,LGd,VISp,periodic_pow,-0.06893185815180636,,
766640955,LGd,VISp,periodic_pow,-0.0748929268376739,,
766640955,LGd,VISp,periodic_pow,-0.0711799798207855,,
766640955,LGd,VISp,periodic_pow,-0.052647177807614964,,
766640955,LGd,VISp,periodic_pow,-0.052468724216715446,,
766640955,LGd,VISp,periodic_pow,-0.0511913072068928,,
766640955,LGd,VISp,periodic_pow,-0.0559984334171304,,
766640955,LGd,VISp,periodic_pow,-0.05446822110325544,,
766640955,LGd,VISp,periodic_pow,-0.05886615418506769,,
766640955,LGd,VISp,periodic_pow,-0.054795676398992965,,
766640955,LGd,VISp,periodic_pow,-0.06209009672059529,,
766640955,LGd,VISp,periodic_pow,-0.05466474781930142,,
766640955,LGd,VISp,periodic_pow,-0.05453776547716638,,
766640955,LGd,VISp,periodic_pow,-0.06471627139481084,,
766640955,LGd,VISp,periodic_pow,-0.05574373591812676,,
766640955,LGd,VISp,periodic_pow,-0.059857274464750754,,
766640955,LGd,VISp,periodic_pow,-0.06355156736265544,,
766640955,LGd,VISp,periodic_pow,-0.057706516594769,,
766640955,LGd,VISp,periodic_pow,-0.0547417942799433,,
766640955,LGd,VISp,periodic_pow,-0.054655836651991585,,
766640955,LGd,VISp,periodic_pow,-0.05381186876801869,,
766640955,LGd,VISp,periodic_pow,-0.054226109744224926,,
766640955,LGd,VISp,periodic_pow,-0.05717725259805251,,
766640955,LGd,VISp,periodic_pow,-0.06103317833769917,,
766640955,LGd,VISp,periodic_pow,-0.061336282574560475,,
766640955,LGd,VISp,periodic_pow,-0.06096361067160605,,
766640955,LGd,VISp,periodic_pow,-0.052342595884081744,,
766640955,LGd,VISp,periodic_pow,-0.05139024618141752,,
766640955,LGd,VISp,periodic_pow,-0.04917057596282093,,
766640955,LGd,VISp,periodic_pow,-0.05245962903223056,,
766640955,LGd,VISp,periodic_pow,-0.05446018008223508,,
766640955,LGd,VISp,periodic_pow,-0.05375056877981277,,
766640955,VISl,VISp,exponent,0.1599788724292771,,
766640955,VISl,VISp,exponent,0.1614747548386407,,
766640955,VISl,VISp,exponent,0.16144192324284123,,
766640955,VISl,VISp,exponent,0.16043231520254486,,
766640955,VISl,VISp,exponent,0.16126198171924933,,
766640955,VISl,VISp,exponent,0.1607561265998506,,
766640955,VISl,VISp,exponent,0.16023174880255475,,
766640955,VISl,VISp,exponent,0.16249746801304588,,
766640955,VISl,VISp,exponent,0.16498212558322667,,
766640955,VISl,VISp,exponent,0.15922009650878943,,
766640955,VISl,VISp,exponent,0.16044617786241444,,
766640955,VISl,VISp,exponent,0.16284315539255367,,
766640955,VISl,VISp,exponent,0.16211169032215644,,
766640955,VISl,VISp,exponent,0.1597788535028516,,
766640955,VISl,VISp,exponent,0.16013608340194396,,
766640955,VISl,VISp,exponent,0.1609466897299564,,
766640955,VISl,VISp,exponent,0.16258206384949403,,
766640955,VISl,VISp,exponent,0.15386915579068983,,
766640955,VISl,VISp,exponent,0.16123101996530276,,
766640955,VISl,VISp,exponent,0.15234825696027576,,
766640955,VISl,VISp,exponent,0.1572656152293742,,
766640955,VISl,VISp,exponent,0.16124421691555402,,
766640955,VISl,VISp,exponent,0.1551103776250401,,
766640955,VISl,VISp,exponent,0.1610104189829784,,
766640955,VISl,VISp,exponent,0.16524517068481304,,
766640955,VISl,VISp,exponent,0.1575805388560202,,
766640955,VISl,VISp,exponent,0.16533211950220283,,
766640955,VISl,VISp,exponent,0.16654388771426998,,
766640955,VISl,VISp,exponent,0.1584940969627172,,
766640955,VISl,VISp,exponent,0.17467389150067558,,
766640955,VISl,VISp,exponent,0.16238770032543748,,
766640955,VISl,VISp,exponent,0.15968736364353053,,
766640955,VISl,VISp,exponent,0.16337605962763047,,
766640955,VISl,VISp,exponent,0.15998203823596968,,
766640955,VISl,VISp,exponent,0.15883222426212895,,
766640955,VISl,VISp,exponent,0.1629542211813394,,
766640955,VISl,VISp,exponent,0.16202404185678831,,
766640955,VISl,VISp,exponent,0.1614051527654734,,
766640955,VISl,VISp,exponent,0.1604542317972495,,
766640955,VISl,VISp,exponent,0.16332288902803216,,
766640955,VISl,VISp,exponent,0.1647681797955427,,
766640955,VISl,VISp,exponent,0.16153577840931566,,
766640955,VISl,VISp,exponent,0.16161923499246045,,
766640955,VISl,VISp,exponent,0.1610973072593247,,
766640955,VISl,VISp,exponent,0.15931657219373652,,
766640955,VISl,VISp,exponent,0.16102717275217526,,
766640955,VISl,VISp,exponent,0.157849210395127,,
766640955,VISl,VISp,exponent,0.1608016218513224,,
766640955,VISl,VISp,exponent,0.1622558722962094,,
766640955,VISl,VISp,exponent,0.16001838805374669,,
766640955,VISl,VISp,exponent,0.16698221441260774,,
766640955,VISl,VISp,exponent,0.16108251903953497,,
766640955,VISl,VISp,exponent,0.15732594672947864,,
766640955,VISl,VISp,exponent,0.1653165085625029,,
766640955,VISl,VISp,exponent,0.15966474544804365,,
766640955,VISl,VISp,exponent,0.1708596576323178,,
766640955,VISl,VISp,exponent,0.16120266957814444,,
766640955,VISl,VISp,exponent,0.1609786092090868,,
766640955,VISl,VISp,exponent,0.16030446660958575,,
766640955,VISl,VISp,exponent,0.1609199286600118,,
766640955,VISl,VISp,exponent,-1.4729409470871357,,
766640955,VISl,VISp,exponent,-1.5081717666526218,,
766640955,VISl,VISp,exponent,-1.490532876877496,,
766640955,VISl,VISp,exponent,-1.4763826038752499,,
766640955,VISl,VISp,exponent,-1.4800808737467919,,
766640955,VISl,VISp,exponent,-1.508364242064299,,
766640955,VISl,VISp,exponent,-1.4959214398289906,,
766640955,VISl,VISp,exponent,-1.4968272800169138,,
766640955,VISl,VISp,exponent,-1.506831339080282,,
766640955,VISl,VISp,exponent,-1.5035470169929517,,
766640955,VISl,VISp,exponent,-1.51464185978198,,
766640955,VISl,VISp,exponent,-1.5000195073233469,,
766640955,VISl,VISp,exponent,-1.5219951206812787,,
766640955,VISl,VISp,exponent,-1.5329301253810215,,
766640955,VISl,VISp,exponent,-1.489566033273845,,
766640955,VISl,VISp,exponent,-1.4969688141036483,,
766640955,VISl,VISp,exponent,-1.5128407750663362,,
766640955,VISl,VISp,exponent,-1.548385274239672,,
766640955,VISl,VISp,exponent,-1.507783328961605,,
766640955,VISl,VISp,exponent,-1.470939658087317,,
766640955,VISl,VISp,exponent,-1.5056089455473485,,
766640955,VISl,VISp,exponent,-1.510100535555218,,
766640955,VISl,VISp,exponent,-1.508931210162658,,
766640955,VISl,VISp,exponent,-1.5149087236775576,,
766640955,VISl,VISp,exponent,-1.509736172051435,,
766640955,VISl,VISp,exponent,-1.5095390337224934,,
766640955,VISl,VISp,exponent,-1.5304239193559166,,
766640955,VISl,VISp,exponent,-1.526887550814712,,
766640955,VISl,VISp,exponent,-1.5195240360601439,,
766640955,VISl,VISp,exponent,-1.5148734099388252,,
766640955,VISl,VISp,exponent,-1.488008201020944,,
766640955,VISl,VISp,exponent,-1.4760527979821951,,
766640955,VISl,VISp,exponent,-1.4892303360561496,,
766640955,VISl,VISp,exponent,-1.5096550419992418,,
766640955,VISl,VISp,exponent,-1.4851957068797956,,
766640955,VISl,VISp,exponent,-1.5040263495219306,,
766640955,VISl,VISp,exponent,-1.488873114543658,,
